id,nguoi-dung,ngay-tao,chi-tiet,xu-ly
a29944bf-7330-449f-9085-46a585fd650d,8c730801-d611-42b9-afcb-029b18bca254,2023-08-29T00:07:29+07:00,"[{'san-pham': '1728630130-172', 'so-luong': 1}, {'san-pham': '1728630158-574', 'so-luong': 3}, {'san-pham': '1728630145-367', 'so-luong': 5}, {'san-pham': '1728630136-246', 'so-luong': 3}]",roi
18755d67-0af7-4565-be68-e76ea8cfdf60,2a9bdb0f-c257-49ba-b0c9-f3ecfcfa5232,2021-04-10T21:25:53+07:00,"[{'san-pham': '1728630142-332', 'so-luong': 1}]",roi
5e290440-53cd-45e8-8a21-5f7f55e158aa,d3907efc-f17a-4129-a5f5-344f4c30abe8,2021-04-09T15:42:05+07:00,"[{'san-pham': '1728630136-244', 'so-luong': 4}]",roi
94315fec-28e9-48c9-a36f-dda4fdb79dfe,3d0fbc95-6e78-4518-83e4-09c7e781d918,2021-01-31T05:39:31+07:00,"[{'san-pham': '1728630124-61', 'so-luong': 1}, {'san-pham': '1728630167-721', 'so-luong': 2}, {'san-pham': '1728630149-420', 'so-luong': 2}]",roi
de09b135-e602-475f-8a29-55a0a0949a9c,341c8153-4f49-43ef-ba39-533b518e65d1,2022-11-06T10:01:27+07:00,"[{'san-pham': '1728630145-405', 'so-luong': 2}, {'san-pham': '1728630130-172', 'so-luong': 3}, {'san-pham': '1728630155-542', 'so-luong': 3}, {'san-pham': '1728630161-622', 'so-luong': 5}]",roi
79c4265a-9337-437c-9ca5-b69e57c4e595,ed19794a-9cc3-4ed0-b5f8-351896d41912,2021-08-31T18:03:41+07:00,"[{'san-pham': '1728630139-274', 'so-luong': 2}, {'san-pham': '1728630161-613', 'so-luong': 2}, {'san-pham': '1728630124-57', 'so-luong': 5}]",roi
e738c093-b6f3-4b63-81be-23d550ffa77a,073ac5ea-f0c4-4e88-93ea-ffa998679592,2022-10-28T10:15:47+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 2}, {'san-pham': '1728630145-376', 'so-luong': 5}, {'san-pham': '1728630145-367', 'so-luong': 4}]",roi
c69c95f3-ded8-4858-a19a-d3182335e43e,055db99d-5371-4b78-a11d-88b4826e9f35,2023-03-06T10:43:38+07:00,"[{'san-pham': '1728630139-274', 'so-luong': 1}, {'san-pham': '1728630161-634', 'so-luong': 2}, {'san-pham': '1728630145-376', 'so-luong': 1}, {'san-pham': '1728630121-15', 'so-luong': 4}]",roi
d48c7c72-941b-4109-b3d7-e57ac00465fd,24671cb4-7be9-4f41-85c1-ee52e8ea0be9,2020-07-31T05:46:36+07:00,"[{'san-pham': '1728630164-663', 'so-luong': 3}, {'san-pham': '1728630133-187', 'so-luong': 4}, {'san-pham': '1728630155-546', 'so-luong': 2}, {'san-pham': '1728630124-77', 'so-luong': 5}, {'san-pham': '1728630139-304', 'so-luong': 2}]",huy
7b4d3a19-711c-413f-a5f8-b4776f45bf0f,2052e8cd-c244-49bf-bf38-1366484ebbc9,2024-11-28T05:28:04+07:00,"[{'san-pham': '1728630130-174', 'so-luong': 4}]",roi
36050183-2362-47c8-8e63-ecc306a5c779,56422fc7-043b-4b20-88d4-feb115e17fb1,2021-09-18T20:13:36+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 3}, {'san-pham': '1728630136-264', 'so-luong': 4}, {'san-pham': '1728630155-546', 'so-luong': 2}]",roi
f8738583-bf1f-4c12-a777-90148a154371,ea693b79-6e82-4392-a5b2-fe8e74cc8210,2022-03-22T20:11:43+07:00,"[{'san-pham': '1728630139-287', 'so-luong': 1}, {'san-pham': '1728630121-3', 'so-luong': 1}, {'san-pham': '1728630149-446', 'so-luong': 2}, {'san-pham': '1728630158-574', 'so-luong': 2}, {'san-pham': '1728630130-174', 'so-luong': 2}]",roi
a3622e3f-d4fd-41b3-9f7b-8505853480aa,2d4eca18-2e8e-4156-b511-04063016096b,2021-07-25T00:04:02+07:00,"[{'san-pham': '1728630130-150', 'so-luong': 1}]",roi
ddd997e0-5fae-49af-8cd7-d9f0bbad2b42,b063d92f-09b8-43c8-9192-81786a9c09eb,2021-05-17T20:02:44+07:00,"[{'san-pham': '1728630142-330', 'so-luong': 5}, {'san-pham': '1728630133-201', 'so-luong': 5}, {'san-pham': '1728630149-446', 'so-luong': 5}]",roi
8cd86597-e42a-4ef7-b8d3-fefbc4caa862,c801e606-16b0-40b0-a4bd-4e5056857020,2024-03-13T07:58:16+07:00,"[{'san-pham': '1728630149-420', 'so-luong': 3}, {'san-pham': '1728630155-555', 'so-luong': 2}, {'san-pham': '1728630133-211', 'so-luong': 4}, {'san-pham': '1728630121-15', 'so-luong': 5}, {'san-pham': '1728630158-574', 'so-luong': 4}]",roi
bc551c2d-7877-40da-bfe6-7d8ac5045f04,c90595d8-51b7-49f5-a905-494d3b01b60e,2024-03-12T06:49:33+07:00,"[{'san-pham': '1728630152-504', 'so-luong': 4}, {'san-pham': '1728630133-209', 'so-luong': 4}, {'san-pham': '1728630161-613', 'so-luong': 1}, {'san-pham': '1728630164-663', 'so-luong': 4}]",roi
cb06151d-b46c-43ae-88e0-7a16616680af,e560bd15-05a7-4330-9fa4-45bd35c0c0d8,2024-04-05T11:53:36+07:00,"[{'san-pham': '1728630133-211', 'so-luong': 5}, {'san-pham': '1728630155-514', 'so-luong': 4}]",roi
8c28085e-da11-409c-b153-9ee036c475d1,e560bd15-05a7-4330-9fa4-45bd35c0c0d8,2022-04-02T10:28:41+07:00,"[{'san-pham': '1728630133-209', 'so-luong': 5}]",roi
14276ca9-7b22-4916-9592-ee623a97d6c8,bfece90f-6e48-42ae-b02d-a24ae4d07524,2020-12-29T16:27:51+07:00,"[{'san-pham': '1728630164-672', 'so-luong': 1}]",roi
9928e84a-4d37-4e63-9f8b-de66360072bf,4aaa56d8-636c-415e-988c-e430feb93f76,2022-08-09T05:16:30+07:00,"[{'san-pham': '1728630139-274', 'so-luong': 5}, {'san-pham': '1728630152-465', 'so-luong': 5}, {'san-pham': '1728630136-239', 'so-luong': 3}, {'san-pham': '1728630145-367', 'so-luong': 1}]",roi
ca8f2e98-a2c2-4ca6-a613-d26f29451596,595dbef3-c881-421d-b03f-2e3779860f8d,2020-06-06T09:49:18+07:00,"[{'san-pham': '1728630136-239', 'so-luong': 1}, {'san-pham': '1728630124-57', 'so-luong': 3}, {'san-pham': '1728630136-231', 'so-luong': 2}, {'san-pham': '1728630145-376', 'so-luong': 2}]",roi
09350b11-6be6-4295-964a-fabf080793ae,16d47b25-177f-41ed-9ffa-a1a5de100c56,2023-06-13T17:45:07+07:00,"[{'san-pham': '1728630167-749', 'so-luong': 2}, {'san-pham': '1728630136-231', 'so-luong': 1}, {'san-pham': '1728630145-401', 'so-luong': 1}, {'san-pham': '1728630142-330', 'so-luong': 3}, {'san-pham': '1728630130-150', 'so-luong': 4}]",roi
3c0a8089-916b-477f-9d34-c1fd790fe65b,3ca9ad8c-7132-4b85-89fd-d470610d4f3c,2024-10-26T13:10:15+07:00,"[{'san-pham': '1728630149-440', 'so-luong': 3}, {'san-pham': '1728630164-672', 'so-luong': 4}, {'san-pham': '1728630149-426', 'so-luong': 4}]",roi
bb302380-2dd8-42fc-96c1-255873212161,ca23530c-f1c3-49a3-88bc-248cf2cfa2c7,2023-05-15T19:10:04+07:00,"[{'san-pham': '1728630133-186', 'so-luong': 3}]",roi
2ea81f9a-700e-42ab-bb12-490b249985e6,24671cb4-7be9-4f41-85c1-ee52e8ea0be9,2024-02-08T23:35:46+07:00,"[{'san-pham': '1728630124-40', 'so-luong': 4}]",roi
fa154479-31fa-4a01-8b05-26b239ac1cdf,7deaa82a-ec39-4f57-a4e6-1179c6fbdd7a,2024-06-04T14:45:21+07:00,"[{'san-pham': '1728630136-249', 'so-luong': 2}, {'san-pham': '1728630124-57', 'so-luong': 2}, {'san-pham': '1728630152-494', 'so-luong': 5}, {'san-pham': '1728630167-706', 'so-luong': 1}]",roi
68321481-b128-46ad-bdc9-d1b50ab5975a,ede9f862-b9ef-4735-9358-4b8eebcdbe3d,2021-03-31T06:34:21+07:00,"[{'san-pham': '1728630124-46', 'so-luong': 1}, {'san-pham': '1728630161-634', 'so-luong': 1}]",roi
3a776d4f-f0af-459b-9930-7a529922c325,992422b3-6696-41d8-8c82-959d09ea1f6c,2022-07-09T13:37:29+07:00,"[{'san-pham': '1728630139-274', 'so-luong': 4}, {'san-pham': '1728630139-277', 'so-luong': 4}, {'san-pham': '1728630152-497', 'so-luong': 5}]",roi
557ce608-8650-459e-b46b-c8371ed37513,d3907efc-f17a-4129-a5f5-344f4c30abe8,2020-12-01T02:35:11+07:00,"[{'san-pham': '1728630155-555', 'so-luong': 1}, {'san-pham': '1728630136-252', 'so-luong': 3}, {'san-pham': '1728630136-231', 'so-luong': 4}, {'san-pham': '1728630155-533', 'so-luong': 5}]",roi
765ff6bf-f0a5-46d6-933f-7e132a4a3f57,055db99d-5371-4b78-a11d-88b4826e9f35,2023-04-19T14:38:08+07:00,"[{'san-pham': '1728630127-106', 'so-luong': 4}, {'san-pham': '1728630149-440', 'so-luong': 3}]",roi
ede7a13e-1d0b-4000-92c8-9d64e5c92396,cc7a10f6-e9a9-4848-8957-172d534af14f,2023-12-31T06:50:41+07:00,"[{'san-pham': '1728630133-184', 'so-luong': 1}, {'san-pham': '1728630130-173', 'so-luong': 5}]",roi
9b23dc55-1b37-4293-b42b-f27dbe7bea19,1061d3c5-5da4-40eb-b018-09fd3e4b98ca,2022-02-07T23:54:20+07:00,"[{'san-pham': '1728630158-571', 'so-luong': 1}, {'san-pham': '1728630136-249', 'so-luong': 5}, {'san-pham': '1728630158-580', 'so-luong': 2}, {'san-pham': '1728630136-252', 'so-luong': 3}, {'san-pham': '1728630121-2', 'so-luong': 4}]",roi
0f6848cb-d2e7-41cb-85dd-60e207c47cf6,8c730801-d611-42b9-afcb-029b18bca254,2020-11-01T17:40:39+07:00,"[{'san-pham': '1728630121-15', 'so-luong': 4}, {'san-pham': '1728630161-613', 'so-luong': 3}, {'san-pham': '1728630155-541', 'so-luong': 2}]",roi
dbb64e2e-fba5-434b-8d6d-7b1826631d53,1514e73a-677a-452f-b28b-694192978aa5,2021-12-03T11:15:32+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 3}, {'san-pham': '1728630121-3', 'so-luong': 2}]",roi
2345bac3-0654-4e96-b131-72276d8e363c,e560bd15-05a7-4330-9fa4-45bd35c0c0d8,2024-09-27T00:09:48+07:00,"[{'san-pham': '1728630158-588', 'so-luong': 1}]",roi
4f3d82e0-5e15-43c6-8024-a47a0d88a31b,69940bdb-1a91-407d-941f-acda96527ece,2024-08-20T22:29:19+07:00,"[{'san-pham': '1728630158-574', 'so-luong': 5}, {'san-pham': '1728630155-541', 'so-luong': 2}, {'san-pham': '1728630152-480', 'so-luong': 4}, {'san-pham': '1728630149-426', 'so-luong': 5}, {'san-pham': '1728630149-425', 'so-luong': 4}]",roi
08d5e618-8d0c-41af-9a1a-e69932dc08b6,ede9f862-b9ef-4735-9358-4b8eebcdbe3d,2021-03-02T14:41:37+07:00,"[{'san-pham': '1728630149-420', 'so-luong': 2}, {'san-pham': '1728630142-342', 'so-luong': 3}, {'san-pham': '1728630145-413', 'so-luong': 3}]",roi
f323d17b-6fa3-423c-9e86-0aae96e99182,bfece90f-6e48-42ae-b02d-a24ae4d07524,2021-01-29T23:09:32+07:00,"[{'san-pham': '1728630139-287', 'so-luong': 4}, {'san-pham': '1728630133-184', 'so-luong': 2}]",roi
4ac61dff-995f-4481-a7a0-a79e5c90fac2,a423319b-8ef4-469a-9b80-8d903242fc18,2023-03-28T21:47:20+07:00,"[{'san-pham': '1728630139-287', 'so-luong': 5}, {'san-pham': '1728630139-304', 'so-luong': 4}]",roi
1dd7c026-7597-499f-bb01-ff5a15bb21df,56422fc7-043b-4b20-88d4-feb115e17fb1,2021-07-19T16:30:32+07:00,"[{'san-pham': '1728630152-493', 'so-luong': 1}, {'san-pham': '1728630167-721', 'so-luong': 2}, {'san-pham': '1728630167-740', 'so-luong': 5}, {'san-pham': '1728630158-588', 'so-luong': 3}]",roi
7cae129e-39a2-4bd4-a9b7-f2e0813b37fb,96a55122-6bd6-45ea-9760-6ec15be0c923,2020-10-27T12:32:44+07:00,"[{'san-pham': '1728630127-119', 'so-luong': 1}, {'san-pham': '1728630149-462', 'so-luong': 1}, {'san-pham': '1728630152-480', 'so-luong': 1}, {'san-pham': '1728630124-77', 'so-luong': 4}, {'san-pham': '1728630130-174', 'so-luong': 1}]",roi
5e65c4c2-abb4-4ceb-9b25-bda16fa4f4f2,a872cf9b-1aaf-4a38-9868-1debab1fba0d,2022-05-19T04:41:21+07:00,"[{'san-pham': '1728630161-631', 'so-luong': 3}, {'san-pham': '1728630136-243', 'so-luong': 4}, {'san-pham': '1728630145-376', 'so-luong': 1}]",roi
c6f928e5-49a6-4bc4-ac20-a004f99e9b83,9e480195-a14c-41e5-89c8-4544ae4f6147,2021-02-07T05:10:17+07:00,"[{'san-pham': '1728630145-376', 'so-luong': 4}, {'san-pham': '1728630152-497', 'so-luong': 2}, {'san-pham': '1728630133-195', 'so-luong': 3}]",roi
534fadec-9e0c-4d99-81e7-98cdfdbca102,073ac5ea-f0c4-4e88-93ea-ffa998679592,2021-03-18T15:51:47+07:00,"[{'san-pham': '1728630127-106', 'so-luong': 4}, {'san-pham': '1728630133-211', 'so-luong': 4}, {'san-pham': '1728630167-747', 'so-luong': 3}]",roi
bcf3bea1-792f-474b-9c3a-278aa7c64031,560c0f37-935e-4851-bb7f-0d40f4bfd8ac,2023-10-19T15:42:26+07:00,"[{'san-pham': '1728630152-497', 'so-luong': 3}, {'san-pham': '1728630139-274', 'so-luong': 5}, {'san-pham': '1728630152-501', 'so-luong': 1}]",roi
cc983d95-cb30-4f38-ab26-da74d8870e11,907d1fc5-a09b-48c2-b546-fee97e187e5d,2022-06-09T01:55:31+07:00,"[{'san-pham': '1728630133-211', 'so-luong': 5}, {'san-pham': '1728630124-47', 'so-luong': 3}, {'san-pham': '1728630136-244', 'so-luong': 1}, {'san-pham': '1728630167-740', 'so-luong': 5}, {'san-pham': '1728630161-631', 'so-luong': 5}]",roi
45c29726-9b88-4d8c-aa7d-dca82af8d1f8,4c9ef9e2-a1c4-4f1f-9353-f47f5792363e,2024-05-20T19:49:30+07:00,"[{'san-pham': '1728630136-235', 'so-luong': 5}, {'san-pham': '1728630133-195', 'so-luong': 5}, {'san-pham': '1728630121-15', 'so-luong': 5}, {'san-pham': '1728630152-480', 'so-luong': 1}]",dang
4d73c790-6c96-493b-bea5-64fcd8279a2f,341c8153-4f49-43ef-ba39-533b518e65d1,2022-04-03T08:04:17+07:00,"[{'san-pham': '1728630133-186', 'so-luong': 2}, {'san-pham': '1728630158-601', 'so-luong': 4}, {'san-pham': '1728630130-174', 'so-luong': 5}]",roi
83ca6302-4152-4661-b581-4928624c31cd,2d4eca18-2e8e-4156-b511-04063016096b,2021-08-26T18:54:36+07:00,"[{'san-pham': '1728630155-547', 'so-luong': 1}]",roi
f686840c-0583-41d1-b7a5-6ae2d0d26fef,0626583b-e072-4efe-85a6-f53121bd466d,2022-11-03T19:53:24+07:00,"[{'san-pham': '1728630133-195', 'so-luong': 3}, {'san-pham': '1728630145-405', 'so-luong': 1}, {'san-pham': '1728630130-150', 'so-luong': 3}]",roi
19ed6abd-5805-4bf1-8768-8dbbaab33120,a872cf9b-1aaf-4a38-9868-1debab1fba0d,2020-11-01T21:43:20+07:00,"[{'san-pham': '1728630133-201', 'so-luong': 2}, {'san-pham': '1728630127-119', 'so-luong': 2}, {'san-pham': '1728630121-3', 'so-luong': 1}, {'san-pham': '1728630161-631', 'so-luong': 4}]",roi
c0e137ae-de49-459a-a292-531db61c45a4,ed19794a-9cc3-4ed0-b5f8-351896d41912,2024-08-24T16:10:47+07:00,"[{'san-pham': '1728630158-567', 'so-luong': 4}, {'san-pham': '1728630158-574', 'so-luong': 1}, {'san-pham': '1728630124-66', 'so-luong': 3}]",roi
bc5ec2e8-0add-4512-8134-71c41c115892,4aaa56d8-636c-415e-988c-e430feb93f76,2022-04-16T07:34:56+07:00,"[{'san-pham': '1728630145-376', 'so-luong': 4}, {'san-pham': '1728630124-40', 'so-luong': 4}]",roi
e2385500-a414-4adb-9c40-5fb8b5668540,a40e60d6-b18a-4f70-a0e0-4c4460ff79a2,2022-04-09T06:39:39+07:00,"[{'san-pham': '1728630155-541', 'so-luong': 4}]",roi
336b70ec-35b5-4bc5-870a-abf28b1cbd91,0766234c-c2f4-47ac-908e-64d26f575018,2024-05-18T12:53:08+07:00,"[{'san-pham': '1728630130-150', 'so-luong': 5}, {'san-pham': '1728630152-473', 'so-luong': 5}]",roi
9ed115ab-8dc7-45f7-92b6-d3fcf3a3a67a,13d1997e-5daf-4ec7-91ba-f6fc90275cb9,2021-06-29T08:10:55+07:00,"[{'san-pham': '1728630164-656', 'so-luong': 2}, {'san-pham': '1728630133-187', 'so-luong': 4}, {'san-pham': '1728630127-106', 'so-luong': 2}, {'san-pham': '1728630149-431', 'so-luong': 5}, {'san-pham': '1728630142-342', 'so-luong': 3}]",roi
3c01047b-37ca-4034-88d6-5e03629c46e3,560c0f37-935e-4851-bb7f-0d40f4bfd8ac,2023-01-28T14:38:55+07:00,"[{'san-pham': '1728630155-547', 'so-luong': 1}, {'san-pham': '1728630152-504', 'so-luong': 3}]",roi
905ff24d-d2ec-4f31-9005-6f623660fd13,073ac5ea-f0c4-4e88-93ea-ffa998679592,2022-06-14T07:24:14+07:00,"[{'san-pham': '1728630133-186', 'so-luong': 4}, {'san-pham': '1728630130-172', 'so-luong': 5}, {'san-pham': '1728630139-274', 'so-luong': 3}, {'san-pham': '1728630139-291', 'so-luong': 3}, {'san-pham': '1728630136-246', 'so-luong': 2}]",huy
2ba29553-afab-4450-8f28-baeb8deb80b8,ea693b79-6e82-4392-a5b2-fe8e74cc8210,2023-04-26T19:58:15+07:00,"[{'san-pham': '1728630136-246', 'so-luong': 3}, {'san-pham': '1728630149-425', 'so-luong': 3}, {'san-pham': '1728630152-497', 'so-luong': 4}, {'san-pham': '1728630158-574', 'so-luong': 1}]",roi
5364921d-64df-4e37-a820-d33de71b6cab,992422b3-6696-41d8-8c82-959d09ea1f6c,2022-06-11T21:14:14+07:00,"[{'san-pham': '1728630130-172', 'so-luong': 4}, {'san-pham': '1728630136-246', 'so-luong': 2}]",roi
e882d121-2b85-40ab-a4bd-0a09e5435415,7f71536f-3d56-4e88-b433-2f2f93335c35,2024-11-05T04:09:48+07:00,"[{'san-pham': '1728630124-40', 'so-luong': 3}, {'san-pham': '1728630136-246', 'so-luong': 1}, {'san-pham': '1728630167-721', 'so-luong': 5}]",roi
a4555e2e-4c01-42e2-b778-3fb017ca5c1b,7d1bd5fd-ab01-48a3-b337-da4a84ba3c73,2023-01-23T12:26:03+07:00,"[{'san-pham': '1728630152-494', 'so-luong': 4}, {'san-pham': '1728630161-622', 'so-luong': 3}]",roi
b0494fc5-5a6f-47a9-98bd-e5bc703c56ae,1061d3c5-5da4-40eb-b018-09fd3e4b98ca,2022-02-11T17:58:35+07:00,"[{'san-pham': '1728630136-243', 'so-luong': 1}, {'san-pham': '1728630164-663', 'so-luong': 3}]",roi
ef853dd0-fa91-400e-9d49-1f533470528a,6ab4f76f-44c2-4454-8a57-40649a3a920a,2023-12-14T00:05:25+07:00,"[{'san-pham': '1728630142-332', 'so-luong': 2}]",roi
b4ca7969-d4a5-4083-85f6-ccbb242fec5f,16d47b25-177f-41ed-9ffa-a1a5de100c56,2024-06-16T02:22:11+07:00,"[{'san-pham': '1728630124-74', 'so-luong': 3}]",roi
6919df91-1973-456d-a769-35c1bb721f17,4aaa56d8-636c-415e-988c-e430feb93f76,2020-02-29T02:39:20+07:00,"[{'san-pham': '1728630130-150', 'so-luong': 5}]",roi
8ef7d09e-0995-46e5-976c-cc046a0bb0a0,a40e60d6-b18a-4f70-a0e0-4c4460ff79a2,2020-07-07T07:39:45+07:00,"[{'san-pham': '1728630158-571', 'so-luong': 2}]",roi
5092b9bf-1719-4c14-801e-e14073ce23e5,073ac5ea-f0c4-4e88-93ea-ffa998679592,2020-04-26T16:46:46+07:00,"[{'san-pham': '1728630130-136', 'so-luong': 3}, {'san-pham': '1728630167-721', 'so-luong': 3}, {'san-pham': '1728630139-304', 'so-luong': 1}, {'san-pham': '1728630139-277', 'so-luong': 1}]",roi
ed7e497e-1595-4bdd-92be-4ff800b9b5fd,b063d92f-09b8-43c8-9192-81786a9c09eb,2020-02-27T15:13:44+07:00,"[{'san-pham': '1728630167-747', 'so-luong': 5}, {'san-pham': '1728630152-501', 'so-luong': 3}, {'san-pham': '1728630161-631', 'so-luong': 5}]",roi
76054b40-b381-44e6-859e-1b2e39f60203,416b946d-8dfd-4153-87e4-b447efebe027,2024-05-08T03:07:33+07:00,"[{'san-pham': '1728630139-274', 'so-luong': 5}]",roi
17f10031-1494-4db1-89fe-17e42ec5231c,907d1fc5-a09b-48c2-b546-fee97e187e5d,2023-02-20T06:46:25+07:00,"[{'san-pham': '1728630145-413', 'so-luong': 3}, {'san-pham': '1728630136-244', 'so-luong': 1}, {'san-pham': '1728630145-406', 'so-luong': 1}, {'san-pham': '1728630133-186', 'so-luong': 4}]",roi
41d5a14b-304e-4576-8bbb-8d416f2919ac,7d1bd5fd-ab01-48a3-b337-da4a84ba3c73,2020-04-24T22:28:40+07:00,"[{'san-pham': '1728630130-173', 'so-luong': 2}, {'san-pham': '1728630124-59', 'so-luong': 5}, {'san-pham': '1728630130-150', 'so-luong': 5}, {'san-pham': '1728630161-631', 'so-luong': 5}]",roi
65ae7741-c1d9-46b7-bbbf-2f84408e8a9b,2d4eca18-2e8e-4156-b511-04063016096b,2023-02-11T01:49:20+07:00,"[{'san-pham': '1728630149-420', 'so-luong': 5}, {'san-pham': '1728630152-493', 'so-luong': 4}]",roi
4f3900b3-d92d-4f50-bcf9-3c180416de92,b063d92f-09b8-43c8-9192-81786a9c09eb,2024-06-10T19:01:50+07:00,"[{'san-pham': '1728630136-249', 'so-luong': 3}]",roi
fdb40f7e-8490-4561-881a-d185d56faceb,a40e60d6-b18a-4f70-a0e0-4c4460ff79a2,2023-01-07T14:11:51+07:00,"[{'san-pham': '1728630152-494', 'so-luong': 2}, {'san-pham': '1728630139-274', 'so-luong': 2}, {'san-pham': '1728630152-504', 'so-luong': 2}]",roi
1c6b33a8-5124-439d-a3e0-1d5463b86134,56422fc7-043b-4b20-88d4-feb115e17fb1,2021-04-02T20:30:05+07:00,"[{'san-pham': '1728630149-431', 'so-luong': 3}, {'san-pham': '1728630161-632', 'so-luong': 3}, {'san-pham': '1728630152-501', 'so-luong': 1}]",roi
95ea2067-1e7a-435d-bba7-f9d3fd36f901,a7364b9c-428b-4278-8c5b-a97872b2fc94,2024-02-19T06:35:29+07:00,"[{'san-pham': '1728630164-656', 'so-luong': 3}, {'san-pham': '1728630124-66', 'so-luong': 5}]",roi
92af328c-c7e5-4dee-8943-592cf993563e,7deaa82a-ec39-4f57-a4e6-1179c6fbdd7a,2020-11-09T23:10:12+07:00,"[{'san-pham': '1728630155-553', 'so-luong': 4}]",roi
6f961ce2-1d7d-4e17-ba6a-2057d1f1146f,16d47b25-177f-41ed-9ffa-a1a5de100c56,2022-06-23T11:23:58+07:00,"[{'san-pham': '1728630121-2', 'so-luong': 3}, {'san-pham': '1728630161-622', 'so-luong': 1}]",roi
2610fe4e-70f4-456f-b0f0-ce997af76c9f,c7b705df-2d65-4423-9fc9-c3f826b822b8,2021-11-05T01:52:18+07:00,"[{'san-pham': '1728630155-546', 'so-luong': 2}]",roi
4b4f974e-bcfb-456e-9e27-d7f09735335a,2a9bdb0f-c257-49ba-b0c9-f3ecfcfa5232,2024-08-03T22:21:44+07:00,"[{'san-pham': '1728630167-747', 'so-luong': 3}, {'san-pham': '1728630133-186', 'so-luong': 2}, {'san-pham': '1728630133-209', 'so-luong': 5}, {'san-pham': '1728630136-235', 'so-luong': 3}, {'san-pham': '1728630145-367', 'so-luong': 5}]",roi
6cf72302-6c19-4735-82f7-eb02f4607b53,a3dc9610-572f-47b3-b847-d441f6af292c,2023-05-09T12:34:35+07:00,"[{'san-pham': '1728630139-287', 'so-luong': 1}, {'san-pham': '1728630133-180', 'so-luong': 1}, {'san-pham': '1728630127-106', 'so-luong': 5}]",roi
1e0a4e48-e70d-4858-b48a-51d26c991acc,2d4eca18-2e8e-4156-b511-04063016096b,2024-02-02T10:17:09+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 5}, {'san-pham': '1728630121-2', 'so-luong': 1}, {'san-pham': '1728630136-249', 'so-luong': 4}]",roi
7c2214d9-b3d9-496f-8c99-c8efcbefa8cf,b89bf75e-410a-4f53-80a8-72fe814d9ae2,2023-02-09T17:12:53+07:00,"[{'san-pham': '1728630155-541', 'so-luong': 3}, {'san-pham': '1728630136-242', 'so-luong': 1}, {'san-pham': '1728630152-497', 'so-luong': 3}, {'san-pham': '1728630155-542', 'so-luong': 2}]",roi
2654250f-f53f-4185-97a7-fcc5d6e989c3,ea693b79-6e82-4392-a5b2-fe8e74cc8210,2024-04-21T16:40:50+07:00,"[{'san-pham': '1728630167-747', 'so-luong': 1}, {'san-pham': '1728630124-40', 'so-luong': 2}, {'san-pham': '1728630121-3', 'so-luong': 1}, {'san-pham': '1728630136-252', 'so-luong': 2}, {'san-pham': '1728630130-174', 'so-luong': 1}]",roi
168868ab-96e9-4fa2-9d74-c4d8bd13a0c8,0f8a9b0a-18e3-4de2-bd35-a49d90cf54a4,2023-10-07T09:29:57+07:00,"[{'san-pham': '1728630127-119', 'so-luong': 4}, {'san-pham': '1728630124-74', 'so-luong': 5}, {'san-pham': '1728630167-706', 'so-luong': 1}]",roi
68a09431-80fa-48e0-80ee-2c059cd719ff,ede9f862-b9ef-4735-9358-4b8eebcdbe3d,2021-04-10T10:15:09+07:00,"[{'san-pham': '1728630136-239', 'so-luong': 2}]",roi
145c3611-a1bc-478c-b190-9e0b4f428825,35d41916-aef0-4723-9edf-1069744ee481,2022-01-09T00:31:37+07:00,"[{'san-pham': '1728630167-721', 'so-luong': 2}, {'san-pham': '1728630124-47', 'so-luong': 2}, {'san-pham': '1728630133-195', 'so-luong': 3}, {'san-pham': '1728630136-235', 'so-luong': 1}, {'san-pham': '1728630136-239', 'so-luong': 4}]",roi
c64e25f2-fb21-49ec-ab98-c60f71cdf189,e423d655-c1d2-475f-84c8-770e02321762,2021-04-05T04:40:23+07:00,"[{'san-pham': '1728630149-431', 'so-luong': 2}, {'san-pham': '1728630142-330', 'so-luong': 3}]",roi
ea2f6f22-a269-49df-bdc6-f22b630c650a,2a6ee1ed-01d2-4c51-9231-007afb9df7f6,2021-08-23T11:35:23+07:00,"[{'san-pham': '1728630149-462', 'so-luong': 4}, {'san-pham': '1728630155-555', 'so-luong': 5}, {'san-pham': '1728630136-239', 'so-luong': 3}, {'san-pham': '1728630145-367', 'so-luong': 2}, {'san-pham': '1728630136-236', 'so-luong': 1}]",roi
0484c264-770b-4807-aaf5-68a2306d3b59,2d4eca18-2e8e-4156-b511-04063016096b,2023-03-25T01:08:44+07:00,"[{'san-pham': '1728630161-631', 'so-luong': 4}, {'san-pham': '1728630136-244', 'so-luong': 3}, {'san-pham': '1728630152-493', 'so-luong': 3}, {'san-pham': '1728630167-747', 'so-luong': 5}]",roi
58ad6a81-2cd1-4162-bae2-302eeeebe124,fc47586b-7020-4658-8b32-71f2df407c11,2020-05-19T06:11:21+07:00,"[{'san-pham': '1728630149-425', 'so-luong': 1}, {'san-pham': '1728630133-211', 'so-luong': 4}, {'san-pham': '1728630121-2', 'so-luong': 2}]",roi
