web-scraper-order,web-scraper-start-url,image-src,image2-src,name,price,image-file,image2-file,price-n,price-sale-n,category
1728630133-185,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF187_BLK000_1_74fd9079-e166-4fa8-92bf-9245db1061a5.jpg?v=1726106314&width=2480,//lynvn.com/cdn/shop/files/LL24MBF187_BLK000_2_590b91a7-75ec-4a5c-85c1-dd7c083bdd08.jpg?v=1726106313&width=2480,Túi Đeo Chéo Mini Irma Infinite,2.146.200 ₫,LL24MBF187_BLK000_1_74fd9079-e166-4fa8-92bf-9245db1061a5.jpg,LL24MBF187_BLK000_2_590b91a7-75ec-4a5c-85c1-dd7c083bdd08.jpg,2146200,1995999,tote
1728630133-186,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF188_BLK000_1_9ca47165-67c9-42f0-b4c0-96f0270bfc23.jpg?v=1725469782&width=2480,//lynvn.com/cdn/shop/files/LL24MBF188_BLK000_2_261d6f68-a5c6-43b2-9e3c-21aba2f9a5a3.jpg?v=1725469782&width=2480,Túi Đeo Vai Irma Infinite,2.048.200 ₫,LL24MBF188_BLK000_1_9ca47165-67c9-42f0-b4c0-96f0270bfc23.jpg,LL24MBF188_BLK000_2_261d6f68-a5c6-43b2-9e3c-21aba2f9a5a3.jpg,2048200,1897999,duffle
1728630133-187,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF189_BEG600_1_330531eb-6ac9-4e84-b36f-64fac6180538.jpg?v=1725469788&width=2480,//lynvn.com/cdn/shop/files/LL24MBF189_BEG600_2_781a0fbb-e492-4a9b-8114-d11c125c4b67.jpg?v=1725469788&width=2480,Túi Đeo Chéo Mini Irma Infinite,1.950.200 ₫,LL24MBF189_BEG600_1_330531eb-6ac9-4e84-b36f-64fac6180538.jpg,LL24MBF189_BEG600_2_781a0fbb-e492-4a9b-8114-d11c125c4b67.jpg,1950200,1799999,tote
1728630133-188,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF189_BLU000_1_efed0281-d4da-4707-8144-69fefd00453f.jpg?v=1725469788&width=2480,//lynvn.com/cdn/shop/files/LL24MBF189_BLU000_2_1d0773b9-b101-49a6-8b73-4380dbdeb326.jpg?v=1725469787&width=2480,Túi Đeo Chéo Irma Infinite M,1.950.200 ₫,LL24MBF189_BLU000_1_efed0281-d4da-4707-8144-69fefd00453f.jpg,LL24MBF189_BLU000_2_1d0773b9-b101-49a6-8b73-4380dbdeb326.jpg,1950200,1799999,messenger
1728630133-189,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF190_BLK000_1_ae150fcd-7b0f-4f2f-8cbd-082b38cc24db.jpg?v=1725469792&width=2480,//lynvn.com/cdn/shop/files/LL24MBF190_BLK000_2_2e20247c-8a98-460d-a457-74a6411d29ef.jpg?v=1725469792&width=2480,Túi Bucket Irma Infinite,1.950.200 ₫,LL24MBF190_BLK000_1_ae150fcd-7b0f-4f2f-8cbd-082b38cc24db.jpg,LL24MBF190_BLK000_2_2e20247c-8a98-460d-a457-74a6411d29ef.jpg,1950200,1799999,standard
1728630133-190,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF190_GRY100_1_115b3cd3-89cb-45ba-89c7-328a4ed079bf.jpg?v=1725469792&width=2480,//lynvn.com/cdn/shop/files/LL24MBF190_GRY100_2_98018fb7-27ea-4672-9076-5ba29198f721.jpg?v=1725469791&width=2480,Túi Bucket Irma Infinite,1.950.200 ₫,LL24MBF190_GRY100_1_115b3cd3-89cb-45ba-89c7-328a4ed079bf.jpg,LL24MBF190_GRY100_2_98018fb7-27ea-4672-9076-5ba29198f721.jpg,1950200,1799999,duffle
1728630133-191,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF253_WHT010_1_f53f131d-c815-4df2-80a4-9d8d05c01780.jpg?v=1722322236&width=2480,//lynvn.com/cdn/shop/files/LL24MBF253_WHT010_2_01aac837-6c1c-4cfa-b8ff-487a851317ea.jpg?v=1722322236&width=2480,Túi Xách Cecilia Infinite Top,2.244.200 ₫,LL24MBF253_WHT010_1_f53f131d-c815-4df2-80a4-9d8d05c01780.jpg,LL24MBF253_WHT010_2_01aac837-6c1c-4cfa-b8ff-487a851317ea.jpg,2244200,2093999,sling
1728630133-192,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF253_BLU010_1_0d301df9-d626-4b99-be29-43b5e839f729.jpg?v=1722322242&width=2480,//lynvn.com/cdn/shop/files/LL24MBF253_BLU010_2_581871a6-84b1-4aed-931f-9792afeb7b5a.jpg?v=1722322241&width=2480,Túi Xách Cecilia Infinite Top,2.244.200 ₫,LL24MBF253_BLU010_1_0d301df9-d626-4b99-be29-43b5e839f729.jpg,LL24MBF253_BLU010_2_581871a6-84b1-4aed-931f-9792afeb7b5a.jpg,2244200,2093999,standard
1728630133-193,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF255_GRN200_1_b72ded2d-19ee-4c84-834a-eb10e25f08d3.jpg?v=1725469798&width=2480,//lynvn.com/cdn/shop/files/LL24MBF255_GRN200_2_e327df92-d879-4b11-b276-3814220b0e73.jpg?v=1725469798&width=2480,Túi Tote Olympia Infinite S,2.048.200 ₫,LL24MBF255_GRN200_1_b72ded2d-19ee-4c84-834a-eb10e25f08d3.jpg,LL24MBF255_GRN200_2_e327df92-d879-4b11-b276-3814220b0e73.jpg,2048200,1897999,duffle
1728630133-194,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF255_GRY500_1_baf272f4-81de-4fe8-a061-a7f25e3f85bd.jpg?v=1725469797&width=2480,//lynvn.com/cdn/shop/files/LL24MBF255_GRY500_2_e5b9ada7-b5b6-4391-84d3-5984dcad4093.jpg?v=1725469797&width=2480,Túi Tote Olympia Infinite S,2.048.200 ₫,LL24MBF255_GRY500_1_baf272f4-81de-4fe8-a061-a7f25e3f85bd.jpg,LL24MBF255_GRY500_2_e5b9ada7-b5b6-4391-84d3-5984dcad4093.jpg,2048200,1897999,messenger
1728630133-195,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF258_BEG200_1_4f188c61-40ae-4654-9c4d-cdc1e4980826.jpg?v=1725469801&width=2480,//lynvn.com/cdn/shop/files/LL24MBF258_BEG200_2_8d6e1823-cccc-4eab-a74c-c8e9aaf2fd43.jpg?v=1725469801&width=2480,Túi Xách Olympia Infinite Top M,2.146.200 ₫,LL24MBF258_BEG200_1_4f188c61-40ae-4654-9c4d-cdc1e4980826.jpg,LL24MBF258_BEG200_2_8d6e1823-cccc-4eab-a74c-c8e9aaf2fd43.jpg,2146200,1995999,laptop
1728630133-196,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF258_WHT600_1_feb5a5e4-8688-4539-8fb5-71de53942a71.jpg?v=1725469801&width=2480,//lynvn.com/cdn/shop/files/LL24MBF258_WHT600_2_48c97303-b4de-4d36-aca4-bb7218620459.jpg?v=1725469801&width=2480,Túi Xách Olympia Infinite Top M,2.146.200 ₫,LL24MBF258_WHT600_1_feb5a5e4-8688-4539-8fb5-71de53942a71.jpg,LL24MBF258_WHT600_2_48c97303-b4de-4d36-aca4-bb7218620459.jpg,2146200,1995999,tote
1728630133-197,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF259_BEG100_1_f8cf35fa-e984-42b8-aa77-a4e234f90613.jpg?v=1725469808&width=2480,//lynvn.com/cdn/shop/files/LL24MBF259_BEG100_2_e2818f98-14ec-4583-b88a-263e8a86efad.jpg?v=1725469807&width=2480,Túi Đeo Thắt Lưng Olympia Infinite,1.558.200 ₫,LL24MBF259_BEG100_1_f8cf35fa-e984-42b8-aa77-a4e234f90613.jpg,LL24MBF259_BEG100_2_e2818f98-14ec-4583-b88a-263e8a86efad.jpg,1558200,1407999,tote
1728630133-198,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF266_BRN000_1_c156db22-231f-4423-8c35-2d4c6ff866c6.jpg?v=1723665631&width=2480,//lynvn.com/cdn/shop/files/LL24MBF266_BRN000_2_e3ed876f-59bb-45a1-af18-b05ff8bdcf6e.jpg?v=1723665631&width=2480,Túi Đeo Vai Vidia Infinite M,1.950.200 ₫,LL24MBF266_BRN000_1_c156db22-231f-4423-8c35-2d4c6ff866c6.jpg,LL24MBF266_BRN000_2_e3ed876f-59bb-45a1-af18-b05ff8bdcf6e.jpg,1950200,1799999,messenger
1728630133-199,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF267_BEG100_1_dd3c9531-4442-48cc-bff5-f4130fa57a05.jpg?v=1725469840&width=2480,//lynvn.com/cdn/shop/files/LL24MBF267_BEG100_2_4389cf4b-3086-4646-bb8b-9c75a8c057c6.jpg?v=1725469840&width=2480,Túi Tote Vidia Infinite M,2.048.200 ₫,LL24MBF267_BEG100_1_dd3c9531-4442-48cc-bff5-f4130fa57a05.jpg,LL24MBF267_BEG100_2_4389cf4b-3086-4646-bb8b-9c75a8c057c6.jpg,2048200,1897999,laptop
1728630133-200,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF266_BEG100_1_83137e77-1f6b-435f-9dbf-5853283e7082.jpg?v=1723665631&width=2480,//lynvn.com/cdn/shop/files/LL24MBF266_BEG100_2_867270f0-aac7-4ca5-bdfa-12a043cbcc0d.jpg?v=1723665631&width=2480,Túi Đeo Vai Vidia Infinite M,1.950.200 ₫,LL24MBF266_BEG100_1_83137e77-1f6b-435f-9dbf-5853283e7082.jpg,LL24MBF266_BEG100_2_867270f0-aac7-4ca5-bdfa-12a043cbcc0d.jpg,1950200,1799999,sling
1728630133-201,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF267_GRY500_1_5051d579-8b3f-41f6-8756-c7b5fb434358.jpg?v=1725469845&width=2480,//lynvn.com/cdn/shop/files/LL24MBF267_GRY500_2_b660e6e4-64be-4fe9-861d-00a45540ce92.jpg?v=1725469844&width=2480,Túi Tote Vidia Infinite M,2.048.200 ₫,LL24MBF267_GRY500_1_5051d579-8b3f-41f6-8756-c7b5fb434358.jpg,LL24MBF267_GRY500_2_b660e6e4-64be-4fe9-861d-00a45540ce92.jpg,2048200,1897999,laptop
1728630133-202,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF269_BEG100_1_1a159e4f-49e2-4b0d-b177-f3e96631bbac.jpg?v=1723665640&width=2480,//lynvn.com/cdn/shop/files/LL24MBF269_BEG100_2_ca2463c1-7ad1-46ed-a83e-16b59b9c1eca.jpg?v=1723665641&width=2480,Túi Đeo Vai Vidia Infinite S,1.754.200 ₫,LL24MBF269_BEG100_1_1a159e4f-49e2-4b0d-b177-f3e96631bbac.jpg,LL24MBF269_BEG100_2_ca2463c1-7ad1-46ed-a83e-16b59b9c1eca.jpg,1754200,1603999,duffle
1728630133-203,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF269_BLK000_1_421f8365-7aec-451d-bec6-e92cb44c5534.jpg?v=1723665632&width=2480,//lynvn.com/cdn/shop/files/LL24MBF269_BLK000_2_304251f4-bcee-470b-8ac5-6d36a7a82c6b.jpg?v=1723665632&width=2480,Túi Đeo Vai Vidia Infinite S,1.754.200 ₫,LL24MBF269_BLK000_1_421f8365-7aec-451d-bec6-e92cb44c5534.jpg,LL24MBF269_BLK000_2_304251f4-bcee-470b-8ac5-6d36a7a82c6b.jpg,1754200,1603999,messenger
1728630133-204,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF269_BRN500_1_da292e1d-40b4-407c-9883-eeb0cf12858d.jpg?v=1723665640&width=2480,//lynvn.com/cdn/shop/files/LL24MBF269_BRN500_2_c90cb460-d369-4ea6-af3d-203d03e1e0ad.jpg?v=1723665640&width=2480,Túi Đeo Vai Vidia Infinite S,1.754.200 ₫,LL24MBF269_BRN500_1_da292e1d-40b4-407c-9883-eeb0cf12858d.jpg,LL24MBF269_BRN500_2_c90cb460-d369-4ea6-af3d-203d03e1e0ad.jpg,1754200,1603999,duffle
1728630133-205,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF270_BEG100_1_3c23ffd8-c2a4-455f-b54c-89c3142d67a0.jpg?v=1723665642&width=2480,//lynvn.com/cdn/shop/files/LL24MBF270_BEG100_2_ec69276b-8de6-44d4-8c63-dcbc82f65b6e.jpg?v=1723665642&width=2480,Túi Xách Mini Vidia Infinite Top,2.048.200 ₫,LL24MBF270_BEG100_1_3c23ffd8-c2a4-455f-b54c-89c3142d67a0.jpg,LL24MBF270_BEG100_2_ec69276b-8de6-44d4-8c63-dcbc82f65b6e.jpg,2048200,1897999,standard
1728630133-206,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF271_BLK000_1_c38bae75-0173-46d3-b5d5-b94b45943a33.jpg?v=1723665642&width=2480,//lynvn.com/cdn/shop/files/LL24MBF271_BLK000_2_cac19aab-b0a4-4f96-a6f0-d2ed0d322998.jpg?v=1723665643&width=2480,Túi Xách Mini Vidia Plain Infinite Top,2.048.200 ₫,LL24MBF271_BLK000_1_c38bae75-0173-46d3-b5d5-b94b45943a33.jpg,LL24MBF271_BLK000_2_cac19aab-b0a4-4f96-a6f0-d2ed0d322998.jpg,2048200,1897999,messenger
1728630133-207,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF271_WHT600_1_9b2eba5b-b97a-42b0-9b5b-df26f3775a3e.jpg?v=1723665650&width=2480,//lynvn.com/cdn/shop/files/LL24MBF271_WHT600_2_c936abea-abdc-423a-8161-5fac8df3c910.jpg?v=1723665650&width=2480,Túi Xách Mini Vidia Plain Infinite Top,2.048.200 ₫,LL24MBF271_WHT600_1_9b2eba5b-b97a-42b0-9b5b-df26f3775a3e.jpg,LL24MBF271_WHT600_2_c936abea-abdc-423a-8161-5fac8df3c910.jpg,2048200,1897999,sling
1728630133-208,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF297_BEG100_1_26782c12-27c9-48e2-adf4-32803e9455eb.jpg?v=1725469848&width=2480,//lynvn.com/cdn/shop/files/LL24MBF297_BEG100_2_240a5d85-e9e1-4c68-ba57-dda5c5527ab5.jpg?v=1725469848&width=2480,Túi Đeo Chéo Mini Infinite,1.558.200 ₫,LL24MBF297_BEG100_1_26782c12-27c9-48e2-adf4-32803e9455eb.jpg,LL24MBF297_BEG100_2_240a5d85-e9e1-4c68-ba57-dda5c5527ab5.jpg,1558200,1407999,messenger
1728630133-209,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF297_BLK000_1_d0f93846-7e88-4c75-bc1b-a7854dab1ab7.jpg?v=1725469847&width=2480,//lynvn.com/cdn/shop/files/LL24MBF297_BLK000_2_15c215b2-f89d-401c-9fc8-2c637eed2446.jpg?v=1725469847&width=2480,Túi Đeo Chéo Mini Infinite,1.558.200 ₫,LL24MBF297_BLK000_1_d0f93846-7e88-4c75-bc1b-a7854dab1ab7.jpg,LL24MBF297_BLK000_2_15c215b2-f89d-401c-9fc8-2c637eed2446.jpg,1558200,1407999,duffle
1728630133-210,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF298_BLK800_1_6245ca0b-95d9-495c-b793-6bdcb531a7e8.jpg?v=1724274027&width=2480,//lynvn.com/cdn/shop/files/LL24MBF298_BLK800_2_5544f805-2732-45e6-a237-a292c800abba.jpg?v=1724274027&width=2480,Túi Tote Solomon Infinite Pet,2.930.200 ₫,LL24MBF298_BLK800_1_6245ca0b-95d9-495c-b793-6bdcb531a7e8.jpg,LL24MBF298_BLK800_2_5544f805-2732-45e6-a237-a292c800abba.jpg,2930200,2779999,standard
1728630133-211,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF298_PNK000_1_28adf33f-e03b-43fa-9b5d-381454a89651.jpg?v=1724274027&width=2480,//lynvn.com/cdn/shop/files/LL24MBF298_PNK000_2_bb014e87-6685-42af-8c8c-640518f0675f.jpg?v=1724274027&width=2480,Túi Tote Solomon Infinite Pet,2.930.200 ₫,LL24MBF298_PNK000_1_28adf33f-e03b-43fa-9b5d-381454a89651.jpg,LL24MBF298_PNK000_2_bb014e87-6685-42af-8c8c-640518f0675f.jpg,2930200,2779999,messenger
1728630133-212,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF299_BLK800_1_59a09241-17b9-4e99-9bec-bad1e1e1c14d.jpg?v=1722322173&width=2480,//lynvn.com/cdn/shop/files/LL24MBF299_BLK800_2_15d7ae96-d9ae-4048-ad24-082991fe935e.jpg?v=1722322173&width=2480,Túi Đeo Chéo Solomon Infinite Messenger,1.950.200 ₫,LL24MBF299_BLK800_1_59a09241-17b9-4e99-9bec-bad1e1e1c14d.jpg,LL24MBF299_BLK800_2_15d7ae96-d9ae-4048-ad24-082991fe935e.jpg,1950200,1799999,duffle
1728630133-213,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF299_GRY000_1_ace221cc-edb4-4516-a998-03b9208271db.jpg?v=1722322180&width=2480,//lynvn.com/cdn/shop/files/LL24MBF299_GRY000_2_04f8a2a6-9a32-4aaa-acde-1a2784fe2301.jpg?v=1722322180&width=2480,Túi Đeo Chéo Solomon Infinite Messenger,1.950.200 ₫,LL24MBF299_GRY000_1_ace221cc-edb4-4516-a998-03b9208271db.jpg,LL24MBF299_GRY000_2_04f8a2a6-9a32-4aaa-acde-1a2784fe2301.jpg,1950200,1799999,sling
1728630133-214,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF300_BLK000_1_c6bec225-7012-4567-9c9c-dfba6fe76552.jpg?v=1722322181&width=2480,//lynvn.com/cdn/shop/files/LL24MBF300_BLK000_2_6801ffee-a4ce-4ad6-89c4-8141cd925c14.jpg?v=1722322181&width=2480,Túi Đeo Chéo Solomon Infinite S,1.754.200 ₫,LL24MBF300_BLK000_1_c6bec225-7012-4567-9c9c-dfba6fe76552.jpg,LL24MBF300_BLK000_2_6801ffee-a4ce-4ad6-89c4-8141cd925c14.jpg,1754200,1603999,standard
1728630133-215,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF300_BEG000_1_6d4c907c-18a8-45ec-b226-c03d4814726d.jpg?v=1722322181&width=2480,//lynvn.com/cdn/shop/files/LL24MBF300_BEG000_2_6a2afa99-67ed-44e3-9a4c-783c1dd5ddd9.jpg?v=1722322181&width=2480,Túi Đeo Chéo Solomon Infinite S,1.754.200 ₫,LL24MBF300_BEG000_1_6d4c907c-18a8-45ec-b226-c03d4814726d.jpg,LL24MBF300_BEG000_2_6a2afa99-67ed-44e3-9a4c-783c1dd5ddd9.jpg,1754200,1603999,tote
1728630133-216,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF301_BLK000_1_db2e05c0-cebe-4923-ace6-411c1410b533.jpg?v=1721260962&width=2480,//lynvn.com/cdn/shop/files/LL24MBF301_BLK000_2_b4603b5e-3a97-49e5-ba18-e294bf452c06.jpg?v=1721260962&width=2480,Túi Xách Memoria Infinite Top,1.950.200 ₫,LL24MBF301_BLK000_1_db2e05c0-cebe-4923-ace6-411c1410b533.jpg,LL24MBF301_BLK000_2_b4603b5e-3a97-49e5-ba18-e294bf452c06.jpg,1950200,1799999,tote
1728630133-217,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF301_RED000_1_5611bdb9-8882-48b1-9160-a4848c901e65.jpg?v=1721260959&width=2480,//lynvn.com/cdn/shop/files/LL24MBF301_RED000_2_c46168e2-c295-4e86-be23-cc10689a8171.jpg?v=1721260958&width=2480,Túi Xách Memoria Infinite Top,1.950.200 ₫,LL24MBF301_RED000_1_5611bdb9-8882-48b1-9160-a4848c901e65.jpg,LL24MBF301_RED000_2_c46168e2-c295-4e86-be23-cc10689a8171.jpg,1950200,1799999,standard
1728630133-218,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF302_BEG500_1_8903ec86-a598-4959-a67d-7bb4f008a334.jpg?v=1721260964&width=2480,//lynvn.com/cdn/shop/files/LL24MBF302_BEG500_2_e0d8b7a1-f9aa-46c3-9d3f-d1ce73cdc806.jpg?v=1721260964&width=2480,Túi Đeo Vai Memoria Infinite Clutch,1.950.200 ₫,LL24MBF302_BEG500_1_8903ec86-a598-4959-a67d-7bb4f008a334.jpg,LL24MBF302_BEG500_2_e0d8b7a1-f9aa-46c3-9d3f-d1ce73cdc806.jpg,1950200,1799999,duffle
1728630133-219,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF302_BLU500_1_b9d3d1e4-a484-4dde-9fb5-c17f27d580b2.jpg?v=1721260963&width=2480,//lynvn.com/cdn/shop/files/LL24MBF302_BLU500_2_3356363e-2684-48c7-b30b-367e2b34db73.jpg?v=1721260963&width=2480,Túi Đeo Vai Memoria Infinite Clutch,1.950.200 ₫,LL24MBF302_BLU500_1_b9d3d1e4-a484-4dde-9fb5-c17f27d580b2.jpg,LL24MBF302_BLU500_2_3356363e-2684-48c7-b30b-367e2b34db73.jpg,1950200,1799999,duffle
1728630133-220,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF304_BEG000_1_8089676c-d29f-4463-a638-0292505e2c7e.jpg?v=1721260966&width=2480,//lynvn.com/cdn/shop/files/LL24MBF304_BEG000_2_607d1bb7-5b08-433c-99c9-f33ce7b2ea67.jpg?v=1721260966&width=2480,Túi Xách Tilda Infinite Top Handle,2.244.200 ₫,LL24MBF304_BEG000_1_8089676c-d29f-4463-a638-0292505e2c7e.jpg,LL24MBF304_BEG000_2_607d1bb7-5b08-433c-99c9-f33ce7b2ea67.jpg,2244200,2093999,standard
1728630133-221,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF304_BLK000_1_993b5b6b-10f0-48bd-ac7f-873f778a35de.jpg?v=1721260971&width=2480,//lynvn.com/cdn/shop/files/LL24MBF304_BLK000_2_b4a86c40-c6e6-421e-b99b-e7dcb2704b3b.jpg?v=1721260971&width=2480,Túi Xách Tilda Infinite Top Handle,2.244.200 ₫,LL24MBF304_BLK000_1_993b5b6b-10f0-48bd-ac7f-873f778a35de.jpg,LL24MBF304_BLK000_2_b4a86c40-c6e6-421e-b99b-e7dcb2704b3b.jpg,2244200,2093999,tote
1728630133-222,https://lynvn.com/collections/view-all-bags?page=12,//lynvn.com/cdn/shop/files/LL24MBF305_BLK000_1_944269ab-cbd0-4aca-957f-a48b69e04c57.jpg?v=1721260973&width=2480,//lynvn.com/cdn/shop/files/LL24MBF305_BLK000_2_d8f0159e-db4b-447e-b43c-f997d7be9cea.jpg?v=1721260973&width=2480,Túi Đeo Vai Tilda Infinite,1.950.200 ₫,LL24MBF305_BLK000_1_944269ab-cbd0-4aca-957f-a48b69e04c57.jpg,LL24MBF305_BLK000_2_d8f0159e-db4b-447e-b43c-f997d7be9cea.jpg,1950200,1799999,standard
1728630136-223,https://lynvn.com/collections/view-all-bags?page=11,//lynvn.com/cdn/shop/files/LL24CBF197_BLU100_1_4ee485ce-e81f-43e7-b5e4-b9c5caa9ec60.jpg?v=1711559493&width=2480,//lynvn.com/cdn/shop/files/LL24CBF197_BLU100_2_5ab2ca0a-ff68-4bc3-ab6d-93fdc0cef044.jpg?v=1711559492&width=2480,Túi Đeo Vai Pasha,1.950.200 ₫,LL24CBF197_BLU100_1_4ee485ce-e81f-43e7-b5e4-b9c5caa9ec60.jpg,LL24CBF197_BLU100_2_5ab2ca0a-ff68-4bc3-ab6d-93fdc0cef044.jpg,1950200,1799999,sling
1728630136-224,https://lynvn.com/collections/view-all-bags?page=11,//lynvn.com/cdn/shop/files/LL24CBF197_PNK000_1_4ca054b9-c793-423e-8471-93f76f56e8d9.jpg?v=1711559492&width=2480,//lynvn.com/cdn/shop/files/LL24CBF197_PNK000_2_fda7f0b7-de2a-4a6e-b660-228f8bc54001.jpg?v=1711559492&width=2480,Túi Đeo Vai Pasha,1.950.200 ₫,LL24CBF197_PNK000_1_4ca054b9-c793-423e-8471-93f76f56e8d9.jpg,LL24CBF197_PNK000_2_fda7f0b7-de2a-4a6e-b660-228f8bc54001.jpg,1950200,1799999,laptop
1728630136-225,https://lynvn.com/collections/view-all-bags?page=11,//lynvn.com/cdn/shop/files/LL24CBF196_WHT600_1_03648979-23fe-4e81-86ac-67e1526e6c1e.jpg?v=1711559491&width=2480,//lynvn.com/cdn/shop/files/LL24CBF196_WHT600_2_600f56c5-90de-48ba-8266-deccadd4ce7e.jpg?v=1711559491&width=2480,Túi Đeo Chéo Pasha,2.048.200 ₫,LL24CBF196_WHT600_1_03648979-23fe-4e81-86ac-67e1526e6c1e.jpg,LL24CBF196_WHT600_2_600f56c5-90de-48ba-8266-deccadd4ce7e.jpg,2048200,1897999,laptop
1728630136-226,https://lynvn.com/collections/view-all-bags?page=11,//lynvn.com/cdn/shop/files/LL24CBF052_BLK000_1_e03044fa-12ce-4da8-88d0-40d3cfeb528d.jpg?v=1711559476&width=2480,//lynvn.com/cdn/shop/files/LL24CBF052_BLK000_2_74ff4aff-4eaf-4f88-a382-14eda32faec7.jpg?v=1711559475&width=2480,Túi Xách Roslyn24 Top Handle,1.558.200 ₫,LL24CBF052_BLK000_1_e03044fa-12ce-4da8-88d0-40d3cfeb528d.jpg,LL24CBF052_BLK000_2_74ff4aff-4eaf-4f88-a382-14eda32faec7.jpg,1558200,1407999,standard
1728630136-227,https://lynvn.com/collections/view-all-bags?page=11,//lynvn.com/cdn/shop/files/LL24CBF050_BLK000_1_f24fa1bc-1000-4eeb-850d-9d14e537c8e1.jpg?v=1711559457&width=2480,//lynvn.com/cdn/shop/files/LL24CBF050_BLK000_2_0012f6b7-c55e-4113-9870-146367a3865d.jpg?v=1711559457&width=2480,Túi Mini Bucket Roslyn24,1.362.200 ₫,LL24CBF050_BLK000_1_f24fa1bc-1000-4eeb-850d-9d14e537c8e1.jpg,LL24CBF050_BLK000_2_0012f6b7-c55e-4113-9870-146367a3865d.jpg,1362200,1211999,tote
1728630136-228,https://lynvn.com/collections/view-all-bags?page=11,//lynvn.com/cdn/shop/files/LL24CBF050_BEG000_1_5eaf88de-7112-4327-9481-faf211659cca.jpg?v=1711559457&width=2480,//lynvn.com/cdn/shop/files/LL24CBF050_BEG000_2_7e767610-96f3-43a6-a425-13e1e5720938.jpg?v=1711559457&width=2480,Túi Mini Bucket Roslyn24,1.362.200 ₫,LL24CBF050_BEG000_1_5eaf88de-7112-4327-9481-faf211659cca.jpg,LL24CBF050_BEG000_2_7e767610-96f3-43a6-a425-13e1e5720938.jpg,1362200,1211999,tote
